Date,MSFT,AAPL,V,INTC,CSCO
2010-02-12,22.699078131883,25.751622826418,20.039567837743,15.800125231237,19.634671081027
2010-02-16,23.146070361476,26.139734918123,20.299576384824,16.024405031387,19.833001091947
2010-02-17,23.342015930674,26.03049807112,20.4272169443,15.978002314114,19.890847345131
2010-02-18,23.651446642032,26.079076339552,20.554857503776,16.117210465931,20.064386104686
2010-02-19,23.488975107572,25.917405805988,20.519401792811,16.101742893507,20.130496108326
2010-02-22,23.456317512706,25.756249328174,20.543038933455,16.140411824567,20.080913605596
2010-02-23,23.129741564043,25.324828039481,20.356305522369,15.767643329146,19.874319844221
2010-02-24,23.37467352554,25.78709267321,20.240483533215,16.008937458962,20.113968607416
2010-02-25,23.350180329391,25.959815405412,20.14593497064,15.954800955478,20.105704856961
2010-02-26,23.407331120407,26.296521922057,20.157753540962,15.877463093357,20.105704856961
2010-03-01,23.693085075487,26.85812782959,20.521765506875,16.140411824567,20.328826119245
2010-03-02,23.235878747359,26.840135878319,20.434308086493,16.007004012409,20.3370898697
2010-03-03,23.235878747359,26.901822568391,20.517038078746,15.869729307145,20.527156130165
2010-03-04,23.37467352554,27.079171802349,20.573767216291,15.877463093357,20.618057385169
2010-03-05,23.339974830995,28.138126648589,20.921233183754,16.078541534871,20.832914896999
2010-03-08,23.37467352554,28.154833460484,21.422340565401,16.063073962447,21.593179938857
2010-03-09,23.513468303722,28.661178374827,21.308882290311,16.194548328052,21.593179938857
2010-03-10,23.652263081904,28.895073741351,21.63271111713,16.387892983353,21.379975177118
2010-03-11,23.823715454952,28.9798929402,21.921084232983,16.434295700626,21.460959931577
2010-03-12,23.897195043401,29.121258271616,22.041633650266,16.44976327305,21.386586177482
2010-03-15,23.913523840834,28.7665598037,21.843081668859,16.372425410929,21.551861186582
2010-03-16,23.978839030567,28.844953305667,21.663439399967,17.022063452742,21.609707439767
2010-03-17,24.191113397197,28.802543706243,21.630347403066,17.201873982173,21.700608694772
2010-03-18,24.174784599764,28.870656093197,21.304154862182,17.169005390771,21.766718698411
2010-03-19,24.158455802331,28.562209791442,20.999235747878,17.008529326871,21.609707439767
2010-03-22,24.166620201048,28.883507486962,21.093784310453,17.19994053562,21.717136195682
2010-03-23,24.395223365112,29.347442801881,21.268699151217,17.534426789291,22.014631212061
2010-03-24,24.207442194631,29.477241878908,20.977962321299,17.346882473649,21.857619953416
2010-03-25,24.501360548427,29.127683968498,21.370338855985,17.285012183952,21.841092452506
2010-03-26,24.215606593347,29.673868203513,21.332519430955,17.19994053562,21.873321079281
2010-03-29,24.158455802331,29.865353970613,21.33015571689,17.269544611528,21.907202456146
2010-03-30,24.305414979229,30.309369625195,21.509797985783,17.27727839774,22.022894962516
2010-03-31,23.911482741155,30.200775347881,21.516889127976,17.23860946668,21.510542434307
2010-04-01,23.807386657519,30.325433867402,21.87617366576,17.3159473288,21.345267425208
2010-04-05,23.897195043401,30.649288990281,21.857263953245,17.470623053042,21.626234940677
2010-04-06,23.938017036984,30.784228624814,21.840717954795,17.323681115013,21.667553692952
2010-04-07,23.962510233134,30.920453398724,21.441250277916,17.362350046073,21.766718698411
2010-04-08,24.427880959978,30.836919339251,21.625619974937,17.254077039104,21.717136195682
2010-04-09,24.770785706074,31.073384984528,21.869082523567,17.439687908193,21.981576210241
2010-04-12,24.754456908641,31.137641953353,22.02745136588,17.43118074336,21.923729957056
2010-04-13,24.860594091956,31.155633904624,21.932902803305,17.609753866997,21.849356202961
2010-04-14,25.162676844469,31.574589341365,22.280368770768,18.189865170763,22.21296122298
2010-04-15,25.203498838052,31.989689359976,22.325279337991,18.732003584228,22.485664987994
2010-04-16,25.040210863721,31.794348174747,22.183456494129,18.499216619246,22.29559872753
2010-04-19,25.341477176362,31.751938575323,22.010905367429,18.561086908942,22.369972481625
2010-04-20,25.603554375164,31.433224009949,22.230730775416,18.653892343487,22.46087373663
2010-04-21,25.580694058758,33.313382917777,22.013269081494,18.406411184701,22.510456239359
2010-04-22,25.628047571314,34.245044708775,22.488375608433,18.55335312273,22.576566242999
2010-04-23,25.276978426501,34.8054297339,22.831114147766,18.59202205379,22.700522499824
2010-04-26,25.39944440725,34.634506196825,22.691655017968,18.421878757125,22.783160004374
2010-04-27,25.183087841261,33.675792221952,21.970722228335,18.058390805158,22.320389978895
2010-04-28,25.236156432918,33.619246089385,22.126727356584,17.98878672925,22.343528480169
2010-04-29,25.312085340983,34.523984210445,21.939993945498,18.166663812127,22.750105002554
2010-04-30,24.929991481047,33.553703981184,21.327792002826,17.663967708343,22.254279975255
2010-05-03,25.195334439336,34.229687293226,21.100875452646,17.98878672925,22.758368753009
2010-05-04,24.599333333026,33.243985391446,20.888141186853,17.447421694405,21.946455270807
2010-05-05,24.370730168962,32.897640329478,20.429580658365,17.269544611528,21.940257457966
2010-05-06,23.66042748062,31.646557146449,19.59991702177,16.753541756409,21.062647159647
2010-05-07,23.031768779445,30.31129733426,19.451003035715,16.59776730958,20.41972737425
2010-05-10,23.627769885754,32.641255023865,20.325577239532,17.563568879917,21.593179938857
2010-05-11,23.578783493455,32.966395286121,19.893017565752,17.353273376698,21.452696181122
2010-05-12,24.035989821583,33.682217918834,20.281848529342,17.984159886354,22.097268716611
2010-05-13,23.872701847251,33.202860931398,20.293684341975,17.52462526821,21.097354911558
2010-05-14,23.619605487038,32.619407654464,18.288697681804,17.049513205383,20.609793634715
2010-05-17,23.627769885754,32.670813229524,17.685071237478,17.150766595821,20.55194738153
2010-05-18,23.454276413027,32.431777305494,16.591442150111,16.691231977677,20.13256204594
2010-05-19,23.161072328136,31.915151276139,17.27318495782,16.823640257481,20.047858603776
2010-05-20,22.234301374496,30.555473815796,17.237677519919,16.192753747826,19.262802310553
2010-05-21,22.012860527167,31.141497371483,17.564345948613,16.284271235338,19.386758567378
2010-05-24,21.545374293914,31.712099254651,17.64719663705,16.099289079729,19.312384813283
2010-05-25,21.381344036633,31.514187790669,17.27318495782,16.239486081874,19.262802310553
2010-05-26,20.511983673042,31.37140880594,17.374972946471,16.122655246753,18.915724791444
2010-05-27,21.323933446585,32.559006103768,17.443620659748,16.948259814944,19.560297326932
2010-05-28,21.159903189303,33.012660303675,17.152459668955,16.683443255336,19.138846053728
2010-06-01,21.23371680508,33.520290357394,16.922844903859,16.496513919142,19.006626046449
2010-06-02,21.701203038332,33.921253842864,16.866033003216,16.987203426651,19.295857312373
2010-06-03,22.029263552895,33.814587274614,17.242411844972,17.057301927724,19.601616079207
2010-06-04,21.151701676439,32.895070050724,17.074343305572,16.313478944118,18.969439169401
2010-06-07,20.741626033236,32.24928751403,17.01753140493,15.816947894852,18.808296035529
2010-06-08,20.593998801682,32.042380074413,17.363137133838,15.717641684999,18.969439169401
2010-06-09,20.331550390032,31.254589636615,17.469659447542,15.522923626463,18.824823536439
2010-06-10,20.503782160177,32.194026520841,18.333673769812,16.005824411632,18.818625723598
2010-06-11,21.045082009206,32.579568333792,18.009372503645,16.075922912704,18.93018635474
2010-06-14,20.909757046949,32.678524065783,17.464925122489,16.27064097124,18.804164160302
2010-06-15,21.801671570917,33.373784468473,18.21058131842,16.730175589384,19.279329811463
2010-06-16,21.586381858235,34.345349837111,18.267393219063,16.737185439492,19.246274809643
2010-06-17,21.627389422555,34.939084229057,18.520679609427,16.76133047875,19.146283429138
2010-06-18,21.684800012604,35.222328947638,18.236620106215,16.667865810653,19.411549818743
2010-06-21,21.282925882264,34.720610535051,19.150344841547,16.504302641483,19.287593561918
2010-06-22,21.135298650711,35.193541825605,18.643772060819,16.340739472313,18.981834795084
2010-06-23,20.756388756391,34.823421685171,18.407055808142,16.208331192509,18.890933540079
2010-06-24,20.503782160177,34.570249227999,18.104059004716,15.826683797779,18.651284776885
2010-06-25,20.120361433782,34.274667171403,18.146667930197,15.602758030463,18.331064446754
2010-06-28,19.937877772557,34.480289471644,17.805796526343,15.857838687145,18.52732852006
2010-06-29,19.117726486149,32.921415407943,16.913376253752,15.413881513683,17.866228483662
2010-06-30,18.871681100227,32.325110737244,16.747674876878,15.149064954075,17.610052219558
2010-07-01,18.994703793188,31.93314322741,17.247146170026,14.993290507246,17.568733467283
2010-07-02,19.084920434693,31.735231763428,17.322895370882,14.954346895539,17.461304711368
2010-07-06,19.536003642217,31.952420318058,17.107483580947,15.173209993333,17.634843470923
2010-07-07,19.929676259693,33.242057682381,17.711110025272,15.688433976219,18.57691102279
2010-07-08,20.019482825554,33.168162168232,17.772656250968,15.655331906267,18.634757275975
2010-07-09,19.9050717211,33.364788492837,18.317103632125,15.764374019047,18.758713532799
2010-07-12,20.364356441488,33.064708448423,18.111160492296,16.021401856314,18.890933540079
2010-07-13,20.61040182741,32.359552472535,18.13009779251,16.364105639337,19.080999800544
2010-07-14,20.864648726197,32.478941920612,18.05671575418,16.636710921287,19.618143580117
2010-07-15,20.922059316245,32.314829622232,17.819999501504,16.753541756409,19.766891088307
2010-07-16,20.413565518673,32.115633018874,16.913376253752,16.371894361679,18.800032285074
2010-07-19,20.692416956051,31.560452808223,16.858931515636,16.81585153514,18.783504784164
2010-07-20,20.897454777653,32.371375754798,17.422316197007,16.862583869189,19.047944798724
2010-07-21,20.602200314546,32.673383508277,17.128788043688,16.558823697873,18.64302102643
2010-07-22,21.192709240759,33.288194185998,17.625892174309,16.963837259627,19.229747308733
2010-07-23,21.168104702167,33.405912952885,17.893381539833,16.893738758554,19.295857312373
2010-07-26,21.405948575225,33.321093754036,18.009372503645,16.909316203237,19.510714824202
2010-07-27,21.45515765241,33.937960654759,18.134832117564,16.808062812799,19.254538560098
2010-07-28,21.282925882264,33.536997169289,17.796327876236,16.613344754263,19.328912314193
2010-07-29,21.348537985177,33.170732446985,17.03883586767,16.37968308402,19.180164806003
2010-07-30,21.168104702167,33.060210460605,17.363137133838,16.044768023339,19.064472299634
2010-08-02,21.594583371099,33.651374573798,17.09801493084,16.473147752117,19.667726082847
2010-08-03,21.45515765241,33.66165568881,17.280286445401,16.255063526557,19.684253583757
2010-08-04,21.102492599255,33.796595323343,17.150092506428,16.268693790655,19.948693598316
2010-08-05,20.807238136148,33.63209748315,16.925212066386,16.221606399075,19.973484849681
2010-08-06,20.954865367701,33.425318557471,17.076710468099,16.205910601882,19.890847345131
2010-08-09,21.004074444886,33.638523180033,17.692172725058,16.205910601882,20.46930987698
2010-08-10,20.561192750226,33.337800565931,17.817632338977,15.554535018368,20.089177356051
2010-08-11,20.38896098008,32.152902060793,17.43060126585,15.244543023805,19.609879829662
2010-08-12,20.08550500411,32.358524361033,17.304928314267,15.264162770296,17.651370971832
2010-08-13,20.011691388333,32.012821868753,17.124718044072,15.028725812399,17.651370971832
2010-08-16,20.093706516974,31.825191519784,17.269360497781,15.279858567489,18.105877246856
2010-08-17,20.372557954352,32.381656869811,17.395033449365,15.326945959068,18.221569753226
2010-08-18,20.463249228127,32.523022201226,17.28121643661,15.374033350648,18.519064769605
2010-08-19,20.149952100541,32.113062740121,16.984817965894,14.832528347486,18.362053510961
2010-08-20,19.976814214244,32.082219395085,16.622026237738,14.840376246082,18.370317261416
2010-08-23,20.018037520505,31.588725874507,16.626768613269,14.675570375554,17.915810986392
2010-08-24,19.82016565045,30.834349060498,16.754812752619,14.444057366956,17.461304711368
2010-08-25,19.869633617964,31.214750315943,16.802236507933,14.50291660643,17.527414715008
2010-08-26,19.638783102901,30.879328938676,16.576973670189,14.267479648534,17.105963441804
2010-08-27,19.729474376675,31.051537615127,16.861516202076,14.416589721868,17.196864696809
2010-08-30,19.49037920036,31.16462988026,16.489239722857,14.09482587941,16.791940924515
2010-08-31,19.346097628445,31.24173824285,16.356453207977,13.863312870811,16.515105284273
2010-09-01,19.704740392919,32.170894012064,16.723987311664,14.236088054148,16.742358421785
2010-09-02,19.737719037928,32.407359657341,17.067809537694,14.345958634499,16.957215933614
2010-09-03,20.026282181757,33.255551645834,17.191111301512,14.463677113448,17.386930957273
2010-09-07,19.754208360432,33.13217826569,16.95399252494,14.220392256954,17.006798436344
2010-09-08,19.729474376675,33.788884487084,16.25449213405,14.04773848783,17.056380939074
2010-09-09,19.795431666694,33.808161577732,15.834791899517,14.126217473796,17.031589687709
2010-09-10,19.663517086657,33.851856316533,16.145417496827,14.102673778006,17.039853438164
2010-09-13,20.702344404443,34.318361910204,15.526537489973,14.563737820554,17.568733467283
2010-09-14,20.636387114425,34.449446126608,15.915412283552,14.706961969941,17.725744725927
2010-09-15,20.706466735069,34.727036231933,16.344597269148,14.691266172748,17.841437232297
2010-09-16,20.883726951993,35.543099736014,16.214181942033,14.887463637661,18.122404747766
2010-09-17,20.793035678218,35.388883010834,16.240265007456,14.761897260117,18.066624432195
2010-09-20,20.966173564516,36.399002560767,16.671821180818,14.856150522261,17.973574602072
2010-09-21,20.735323049452,36.468400087098,16.584087233486,15.020877913803,17.882755984572
2010-09-22,20.29011134183,36.979885558947,16.745328001556,14.918855232048,17.907547235937
2010-09-23,20.141707439289,37.130246865999,16.830690761122,14.895311536258,17.791854729567
2010-09-24,20.426148252492,37.56719425401,17.160285860558,15.242581049155,18.254624755046
2010-09-27,20.39110844217,37.418632142086,17.309670689798,15.09543295047,18.271152255956
2010-09-28,20.345762805282,36.865508154438,17.373692759473,15.307326212577,18.066624432195
2010-09-29,20.199420068055,36.93105026264,17.644008164766,15.099356899768,18.072822245036
2010-09-30,20.191175406802,36.465829808345,17.60844034828,15.067965305382,18.097613496401
2010-10-01,20.100484133028,36.307757665035,17.385548698302,15.162140088541,18.105877246856
2010-10-04,19.712985054171,35.809123586951,17.366579196176,14.808984651696,17.981920990032
2010-10-05,20.075750149271,37.132817144752,17.781537055178,15.028725812399,18.171987250496
2010-10-06,20.141707439289,37.164945629164,17.601326784983,15.154292189944,18.4281635146
2010-10-07,20.224154051812,37.168801047294,17.454313143508,15.224923277313,18.502537268695
2010-10-08,20.257132696821,37.792093644899,17.546789466371,15.319098060472,18.57691102279
2010-10-11,20.273622019325,37.957876624468,17.615553911577,15.350489654858,18.568647272335
2010-10-12,20.47149388938,38.366550946197,17.606069160514,15.515295525386,18.69260352916
2010-10-13,20.891971613245,38.572173246438,18.243918669494,15.099356899768,19.155373554638
2010-10-14,20.80128033947,38.85104849114,18.298455988106,15.162140088541,19.064472299634
2010-10-15,21.056864838291,40.448476736136,18.400417062032,15.162140088541,19.304121062828
2010-10-18,21.287715353354,40.867432172877,18.580627332227,15.060117406786,19.250406684871
2010-10-19,20.694099743191,39.77377856347,18.388561123204,15.075813203979,18.981834795084
2010-10-20,20.867237629488,39.907433058627,18.855685113052,15.41327284363,19.337176064648
2010-10-21,20.957928903263,39.7776339816,18.779807104548,15.507447626789,19.221483558278
2010-10-22,20.922889092941,39.514180409416,18.80114779444,15.566306866263,19.403286068288
2010-10-25,20.768301694461,39.690244503998,19.118886955047,15.593774511351,19.510714824202
2010-10-26,21.353672643372,39.588718493254,18.976615689104,15.727188787493,19.33304418942
2010-10-27,21.477342562156,39.560445426971,18.950532623681,15.844907266441,19.246274809643
2010-10-28,21.666969770958,39.227594328456,18.127730468974,16.064648427144,19.163637305093
2010-10-29,21.984389229171,38.680124954064,18.533203576913,15.735036686089,18.890933540079
2010-11-01,22.21936207486,39.091369554546,18.334023804592,16.14312741311,18.940516042809
2010-11-02,22.58212716996,39.757071751576,18.594854458822,15.962625745389,19.147109804183
2010-11-03,22.285319364878,40.199159697094,18.732383349234,16.196100728637,19.593352328752
2010-11-04,22.376010638653,40.902130936042,18.967130938041,16.583605091773,20.006539851501
2010-11-05,22.136915462338,40.755625047121,18.922078370492,16.797127904113,20.047858603776
2010-11-08,22.103936817328,40.94711081422,18.663618904028,16.789219651805,20.155287359691
2010-11-09,22.21936207486,40.620685412588,18.571142581165,16.733861885642,20.122232357871
2010-11-10,22.211117413608,40.871287591006,18.80114779444,16.638962857935,20.237924864241
2010-11-11,21.996756221049,40.694580926737,18.78454948008,16.773403147187,16.957215933614
2010-11-12,21.658725109706,39.586148214501,18.243918669494,17.026467221072,16.65145716678
2010-11-15,21.60101248094,39.458276846538,18.106389779082,16.840623291812,16.486182157681
2010-11-16,21.411385272138,38.758518456031,17.781537055178,16.662687614862,16.060599009249
2010-11-17,21.212286765152,38.618438263992,17.992572766327,16.670595867171,16.035807757884
2010-11-18,21.43419864273,39.637553789561,18.280054782005,16.619192227163,16.205214642211
2010-11-19,21.311836018645,39.419080095555,18.306189510703,16.71409125487,16.205214642211
2010-11-22,21.345019103143,40.271127502178,17.928423886796,16.805036156422,16.163895889936
2010-11-23,20.838977064553,39.676107970856,17.735977248202,16.676527056403,15.866400873557
2010-11-24,21.046371342663,40.455545002707,18.013955726171,16.91377462567,16.081258385387
2010-11-26,20.94682208917,40.481890359925,17.93317565565,16.876210427202,16.106049636752
2010-11-29,20.996596715917,40.722211423332,17.626686564556,16.868302174894,16.064730884477
2010-11-30,20.953043917514,39.98711169997,17.545906494035,16.731884822565,15.833345871737
2010-12-01,21.602188008,40.661809872636,17.871402660546,16.986925959527,15.965565879017
2010-12-02,22.307328553576,40.886709263524,18.294310088567,17.160907510323,15.882928374467
2010-12-03,22.415173578193,40.795464367792,18.377466043515,17.152999258014,15.758972117643
2010-12-06,22.265849697954,41.143737138825,18.605550948516,17.160907510323,16.054401196408
2010-12-07,22.290737011327,40.894420099783,18.265799475442,17.066008482616,16.023412132202
2010-12-08,22.589384771806,41.254259125205,18.517643224714,17.25580653803,15.990357130382
2010-12-09,22.46494820494,41.093295418298,18.79799758711,17.247898285721,16.279588396306
2010-12-10,22.680638254175,41.196427853262,19.054593105235,17.32698080881,16.279588396306
2010-12-13,22.601828428493,41.339078324054,19.218529130704,17.002742464145,16.180423390846
2010-12-14,22.912919845659,41.161729090096,19.159132020027,16.979017707218,16.147368389027
2010-12-15,23.10372258152,41.170725065732,18.280054782005,16.828760913349,16.089522135842
2010-12-16,23.217789434481,41.285102470241,15.963567465595,16.844577417967,16.320907148581
2010-12-17,23.147275379924,41.202853550145,15.89466681721,16.971109454909,16.155632139482
2010-12-20,23.070539497023,41.408475850386,16.153638219762,16.789219651805,16.213478392666
2010-12-21,23.286229546258,41.664861155998,16.167893526325,16.686412371789,16.139104638572
2010-12-22,23.38370485697,41.787591966455,16.286687747679,16.520339073302,16.163895889936
2010-12-23,23.47703228212,41.58711022372,16.329453667367,16.480797811757,16.271324645851
2010-12-27,23.286229546258,41.725905276382,16.823637628201,16.480797811757,16.659720917235
2010-12-28,23.236454919511,41.827431287126,16.804630552784,16.512430820993,16.81673217588
2010-12-29,23.203271835014,41.804298778349,16.773744055232,16.559880334846,16.73409467133
2010-12-30,23.10372258152,41.594821059979,16.700091637992,16.623146353318,16.71756717042
2010-12-31,23.153497208267,41.453455728563,16.721474597836,16.631054605626,16.71756717042
2011-01-03,23.211567606138,42.354338431494,16.754736979815,16.488706064066,16.932424682249
2011-01-04,23.300747145726,42.575382404253,16.773744055232,16.725953633333,16.957215933614
2011-01-05,23.228159148387,42.923655175286,17.127750834868,16.559880334846,17.163809694989
2011-01-06,23.90841238059,42.88895641212,17.384346352993,16.425440045595,17.312557203178
2011-01-07,23.725905415852,43.196104723105,17.334452780024,16.338449270197,17.329084704088
2011-01-10,23.410666113124,44.010240518121,17.061226070909,16.362174027124,17.180337195899
2011-01-11,23.319412630756,43.905501658936,17.077857261899,16.646871110244,17.254710949994
2011-01-12,23.68442656023,44.262770405604,17.251296825076,16.846554481044,17.453040960913
2011-01-13,23.385778799751,44.424697967044,16.902041814295,16.836669165658,17.419985959093
2011-01-14,23.47703228212,44.784536992466,16.89729004544,16.670595867171,17.527414715008
2011-01-18,23.775680042599,43.778272860662,16.918673005284,16.672572930248,17.531546590235
2011-01-19,23.618060391235,43.545662633514,16.422113160023,16.615238101009,17.205128447264
2011-01-20,23.520585080523,42.754016777587,16.795127015076,16.567788587155,17.163809694989
2011-01-21,23.244750690636,41.98807370919,16.666829256013,16.464981307139,17.126622817941
2011-01-24,23.543398451115,43.36702826018,17.056474302055,16.797127904113,17.494359713188
2011-01-25,23.601468848986,43.8746583139,17.006580729086,17.042283725689,17.800118480022
2011-01-26,23.875229296092,44.189517461144,16.868779432315,17.200448771868,17.700953474562
2011-01-27,23.949891236212,44.107268541047,16.773744055232,17.200448771868,17.717480975472
2011-01-28,23.021594447389,43.193534444352,16.502893230544,16.971109454909,17.296029702268
2011-01-31,23.000025442465,43.607349323587,16.5955527232,16.971109454909,17.477832212278
2011-02-01,23.221937320044,44.341163907571,16.797502899503,16.986925959527,17.742272226837
2011-02-02,23.17838452164,44.249919011839,17.127750834868,17.050191977998,17.866228483662
2011-02-03,22.937807159032,44.136826746707,17.018460151222,17.201397762145,18.105877246856
2011-02-04,23.037356412525,44.530079395918,17.320197473462,17.289119308451,18.221569753226
2011-02-07,23.392000628094,45.221484380478,17.564913569452,17.297093994479,18.205042252316
2011-02-08,23.462514682652,45.648150653477,17.716970172785,17.253233221326,18.171987250496
2011-02-09,23.203271835014,46.028551908923,17.446119348097,17.113676215838,18.213306002771
2011-02-10,22.813370592166,45.563331454628,17.793708516332,17.384815540786,15.635015860818
2011-02-11,22.605976314055,45.860198650601,17.838942723157,17.352916796674,15.453213350808
2011-02-14,22.589384771806,46.159636125327,18.031783289095,17.201397762145,15.544114605813
2011-02-15,22.498131289438,46.252166160435,18.000833568636,17.10570152981,15.428422099443
2011-02-16,22.548201314562,46.667266179046,18.084159739103,17.344942110647,15.354048345349
2011-02-17,22.706756394124,46.046543860194,18.127013198201,17.52038520326,15.436685849898
2011-02-18,22.581581331312,45.051845982779,18.053210018644,17.655954865734,15.577169607633
2011-02-22,22.189366134501,43.516104427855,17.555633743569,17.392790226814,15.362312095804
2011-02-23,22.189366134501,44.031445317833,17.350889438992,16.866460948974,15.205300837159
2011-02-24,22.339576209875,44.064858941623,17.596106454938,16.97411921035,15.172245835339
2011-02-25,22.155986117751,44.743412532417,17.779424029966,17.432663656953,15.403630848079
2011-02-28,22.181021130313,45.392407917553,17.391362150362,17.121650901866,15.337520844439
2011-03-01,21.830530954439,44.891203560716,17.308035979895,17.057853413643,15.337520844439
2011-03-02,21.761684669893,45.252327725514,17.610390941304,17.137600273922,15.287938341709
2011-03-03,21.863910971189,46.208471421634,18.053210018644,17.376840854758,15.312729593074
2011-03-04,21.657372117549,46.2650175542,17.781804777694,17.193423076117,15.205300837159
2011-03-07,21.46335077019,45.668712883501,17.653244400402,16.914309065141,15.04002582806
2011-03-08,21.621905849752,45.720118458562,17.658005895857,16.850511576918,15.056553328969
2011-03-09,21.605215841378,45.297307603691,17.548491500386,16.906334379113,14.97391582442
2011-03-10,21.204655640379,44.551926765318,16.998538775302,16.57937225197,14.80864081532
2011-03-11,21.429970753441,45.235620913619,17.26280177307,16.643169740193,14.833432066685
2011-03-14,21.438315757628,45.43738779573,17.108053170774,16.619245682109,14.750794562135
2011-03-15,21.187965632004,44.392569482631,16.95092382075,16.092916404269,14.370662041206
2011-03-16,20.687265380755,42.41088456406,16.893785875287,15.79585934973,14.089694525737
2011-03-17,20.678920376568,43.005904095382,17.005681018485,15.869625195488,14.048375773462
2011-03-18,20.695610384943,42.495703762909,17.003300270758,15.893549253572,14.164068279832
2011-03-21,21.137895606879,43.604779044834,17.13186064805,16.100891090297,14.368596103593
2011-03-22,21.108688092223,43.84895552637,17.046153729855,16.065005003171,14.420244543936
2011-03-23,21.313140694816,43.590642511692,17.139002891233,16.180637950576,14.527673299851
2011-03-24,21.538455807878,44.333453071312,17.298512988984,16.252410124826,14.345870789841
2011-03-25,21.379900728316,45.177789641676,17.162810368509,16.244435438799,14.279760786202
2011-03-28,21.204655640379,45.036424310261,17.319939718533,16.220511380715,14.205387032107
2011-03-29,21.271415673878,45.103251557839,17.188998593513,16.172663264548,14.461563296211
2011-03-30,21.371555724128,44.803814083113,17.672290382223,16.31620761305,14.370349307531
2011-03-31,21.187965632004,44.788071125751,17.527064770837,16.092916404269,14.221090053327
2011-04-01,21.263070669691,44.280762356875,17.669909634495,15.726080846986,14.129876064647
2011-04-04,21.321485699003,43.847670386993,17.912745902714,15.542663068345,14.146460426225
2011-04-05,21.513420795315,43.552088330397,18.003214316364,15.718106160958,14.279135318851
2011-04-06,21.822185950252,43.442851483394,18.093682730014,15.909498625627,14.983970685925
2011-04-07,21.863910971189,43.4479920409,18.191293386847,15.973296113851,14.851295793299
2011-04-08,21.755425916752,43.059879949195,18.265096566403,15.965321427823,14.635699092782
2011-04-11,21.680320879065,42.512410574804,18.500790591439,16.045068288102,14.486439838578
2011-04-12,21.396590736691,42.718032875045,18.33889974596,15.757979591098,14.461563296211
2011-04-13,21.388245732503,43.197389862481,18.450794889159,15.773928963153,14.304011861218
2011-04-14,21.213000644566,42.720603153798,18.16748590957,15.614435242596,14.237674414905
2011-04-15,21.171275623629,42.083174023051,18.205577873213,15.75000490507,14.121583883857
2011-04-18,20.929270502192,42.647350209337,18.017498802729,15.646333986707,13.872818460184
2011-04-19,20.987685531504,43.419718974617,18.074636748193,15.837726451377,13.773312290715
2011-04-20,21.49673078694,44.004457390927,18.4198451687,17.073802785698,14.038662075966
2011-04-21,21.296450686441,45.069323878299,18.515075077805,17.113676215838,14.046954256755
2011-04-25,21.371555724128,45.366576616085,18.512694330077,17.496461145176,14.179629149381
2011-04-26,21.855565967002,45.033854031508,18.753149850568,17.927094190682,14.527900742524
2011-04-27,22.014121046564,44.999155268342,18.7817188233,18.0467144811,14.254258776483
